artist,asin,media,review_count,star_rating,title,year,genre
Secrets of the Moon,B085DSC4DW,"Audio CD,MP3 Music,Vinyl",41,4.7,Black House,2020,black metal
Wolves in the Throne Room,B096TTDPNW,"Audio CD,Vinyl",121,4.6,Primordial Arcana Ltd. Mediabook,2021,black metal
Watain,B0B7BBVFGZ,"Audio CD,MP3 Music,Vinyl",120,4.6,The Wild Hunt,2022,black metal
Anaal Nathrakh,B07FSX1356,"Audio CD,MP3 Music,Vinyl",121,4.6,A New Kind of Horror,2018,black metal
Gorgoroth,B0BB39BGM8,"Vinyl,MP3 Music,Audio CD",40,4.7,Under The Sign Of Hell,2022,black metal
Dragon Lord,B07CXZ9FCB,"Audio CD,MP3 Music,Vinyl",40,4.7,Dominion,2018,black metal
Skeletonwitch,B07N3RL8N1,"Vinyl,MP3 Music,Audio CD",40,4.7,Breathing The Fire,2019,black metal
Unanimated,B09H8YFRHN,"Vinyl,MP3 Music,Audio CD",113,4.6,Victory in Blood,2021,black metal
Mercyful Fate,B086PSMRXC,"Vinyl,Audio CD",109,4.6,Melissa,2022,black metal
Setherial,B09LR7W8K9,"Audio CD,Vinyl",24,4.8,Nord,2022,black metal
Tyrant,B084Q8Z3VN,"Vinyl,MP3 Music,Audio CD",39,4.7,Hereafter,2020,black metal
Behemoth,B07CXYN3CN,"Vinyl,Audio CD",39,4.7,Grom,2018,black metal
Skeletonwitch,B07CXK4Y2H,"Audio CD,MP3 Music,Vinyl",106,4.6,Devouring Radiant Light,2018,black metal
Dissection,B00KSCOV14,"Unknown Binding,MP3 Music,Audio CD",105,4.6,Reinkaos (WHITE VINYL),,black metal
Blut Aus Nord,B07W47BTWX,"Audio CD,Vinyl",103,4.6,Hallucinogen,2019,black metal
Underoath,B09JBJ3NG9,"Vinyl,MP3 Music,Audio CD",103,4.6,Lost In The Sound of Separation - Exclusive Limited Edition Transparent Smoke Colored Vinyl LP,2021,black metal
Satyricon,B0022GH99A,"Audio CD,MP3 Music,Audio CD,Vinyl",103,4.6,The Age of Nero - Satyricon,2008,black metal
Samael,B07NBPSGFF,"Audio CD,MP3 Music,Vinyl",17,4.9,Lux Mundi 2011,2022,black metal
Obtained Enslavement,B07CXC36BP,"Audio CD,Vinyl",17,4.9,Soulblight,2018,black metal
Revenge,B07WZHJKX9,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",17,4.9,Behold.Total.Rejection Ltd. transparent,2019,black metal
Belphegor,B07D57DM7B,"Audio, Cassette,Audio CD,Vinyl",97,4.6,Conjuring The Dead Black,2018,black metal
Burzum,B005AYSB3Y,"MP3 Music,Audio CD",97,4.6,Fallen (Special Colored Vinyl),2011,black metal
Mayhem,B0949CWCGZ,"Audio CD,Vinyl",95,4.6,Atavistic Black Disorder / Kommando - EP Limited,2021,black metal
Nachtmystium,B07HQ14BVG,"Vinyl,MP3 Music,Audio CD",37,4.7,Assassins - Black Meddle Pt. I,2018,black metal
Ill Bill,B07Y1RPQWP,"Audio CD,MP3 Music,Vinyl",37,4.7,BLACK METAL ブラック・メタル 直輸入盤帯付国内仕様,2019,black metal
Sepultura,B000000H4K,"Audio, Cassette,MP3 Music,Audio CD",37,4.7,Blood-Rooted,1997,black metal
Destruction,B0B6L622HJ,"Vinyl,MP3 Music,Audio CD",93,4.6,Release from Agony - Bi,2022,black metal
Sepultura,B0BBXZPK2M,"Audio CD,MP3 Music,Vinyl",93,4.6,Roorback,2022,black metal
Sepultura,B07V85QJNV,Audio CD,23,4.8,Arise - Chaos A.D. - Sepultura 2 CD Album Bundling,,black metal
Mayhem,B0002T6M88,"Vinyl,Audio CD",92,4.6,Chimera,2019,black metal
Behexen,B084QLP5ZK,"Vinyl,MP3 Music,Audio CD",23,4.8,The Poisonous Path,2020,black metal
Manegarm,B07K147LGC,"Vinyl,MP3 Music,Audio CD",23,4.8,Nattvasen,2019,black metal
Cradle Of Filth,B006QGM334,Audio CD,92,4.6,Vempire Or Dark Faerytales In Phallustein (Picture Disc),2004,black metal
God Dethroned,B081WW97XM,"Audio CD,MP3 Music,Vinyl",91,4.6,Illuminati,2020,black metal
Enslaved,B07WLRC5YR,"Audio Cassette,MP3 Music,Audio CD,Vinyl,Audio, Cassette",90,4.6,Enslaved - Riitiir (Cassette),,black metal
Thyrfing,B0959GNZ4K,"Audio CD,MP3 Music,Vinyl",88,4.6,Vanagandr,2021,black metal
Blut Aus Nord,B0BJQLXCP3,"Vinyl,Audio CD",36,4.7,777 - Cosmosophy,2023,black metal
Cradle Of Filth,B07NZV25ZS,"Audio CD,Vinyl",36,4.7,Live at Dynamo Open Air 1997,2022,black metal
Ulver,B07CQP6QZH,"Vinyl,MP3 Music,Audio CD",36,4.7,Shadows Of The Sun,2018,black metal
Various,B08F6X4QH8,"Vinyl,MP3 Music",36,4.7,Tales From the Crypt Presents Demon Knight Music From and Inspired by the Motion Picture,", et al.",black metal
DEATHSPELL OMEGA,B0012EPSA0,"MP3 Music,Audio CD",36,4.7,"Fas - Ite, Maledicti, In Ignem... (Vinyl)",,black metal
Nargaroth,B0BT86N7X4,"Vinyl,MP3 Music,Audio CD",13,5,Era Of Threnody,2023,black metal
Thyrfing,B00I8CJDWS,"MP3 Music,Audio CD",13,5,Valdr Galga (Pirture Disc),1999,black metal
Siebenburgen,B001932MLW,"Vinyl,MP3 Music,Audio CD",13,5,Revelation VI,,black metal
Desaster,B092H827YD,"Audio CD,MP3 Music,Vinyl",85,4.6,Churches Without Saints,2021,black metal
Cradle Of Filth,B00IU9TP4A,"Audio CD,MP3 Music,Vinyl",85,4.6,Total Fucking Darkness,2016,black metal
Immortal,B092722LZ1,"Vinyl,MP3 Music,Audio CD",85,4.6,Pure Holocaust (Limited Edition Clear w/ Rainbow Splatter Vinyl),,black metal
Rotting Christ,B0B8JSK9QZ,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",35,4.7,A Dead Poem,2022,black metal
Lifelover,B07FSRB4KJ,"Vinyl,MP3 Music,Audio CD",35,4.7,Sjukdom,2018,black metal
Sargeist,B01JRJC1MY,"Audio, Cassette,MP3 Music,Audio CD",35,4.7,Satanic Black Devotion,2016,black metal
Underoath,B01JF8AQP6,"Vinyl,MP3 Music,Audio CD",82,4.6,Changing of Times Underoath 180 gram gold limited edition vinyl,,black metal
Enslaved,B000GTSC4Q,"Vinyl,MP3 Music,Audio CD",35,4.7,Isa,2004,black metal
Mayhem,B07J35G3TT,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",81,4.6,Ordo Ad Chao,2019,black metal
Salem,B00415MHGA,"Audio CD,MP3 Music,Vinyl",80,4.6,King Night,2010,black metal
Katatonia,B091GDVQK8,"Audio CD,Vinyl",22,4.8,Night Is The New Day,2021,black metal
Incantation,B096CX44JP,"Audio CD,MP3 Music,Vinyl",22,4.8,Decimate Christendom,2021,black metal
Moonsorrow,B07Z75ZRVM,"Vinyl,MP3 Music,Audio CD",22,4.8,VARJOINA KULJEMME KUOLLEIDEN MAASSA,2020,black metal
Destruction,B0BBPQ763F,"Vinyl,MP3 Music,Audio CD",22,4.8,Sentence of Death - Bi-Color,2022,black metal
Adam Nergal Darski,B0BGYB3X9W,"Vinyl,Audio CD",22,4.8,Opvs Contra Natvram - Splatter w/ Gold, | ,black metal
Sargeist,B01JRJC1MO,"Audio, Cassette,MP3 Music,Audio CD",22,4.8,Disciple of the Heinous Path,2016,black metal
Sunn 0))),B001J8GV8M,Vinyl,22,4.8,Sunn O))) - Domkirke - Lp Vinyl Record,2016,black metal
Cryptopsy,B01GPY2US4,"Vinyl,MP3 Music,Audio CD",79,4.6,Blasphemy Made Flesh,2022,black metal
Falkenbach,B099P8L63Y,"Vinyl,MP3 Music,Audio CD",34,4.7,Heralding - The Fireblade,2021,black metal
Taake,B00OSRIK4Y,"Audio CD,MP3 Music,Vinyl",34,4.7,Stridens Hus,2017,black metal
Primordial,B086PTFLV8,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",34,4.7,A Journey'S End,2020,black metal
Summoning,B005AZRBIO,"MP3 Music,Audio CD",34,4.7,Nightshade Forests (Picture Disc),2010,black metal
Finntroll,B07TPYXSBM,"Audio CD,MP3 Music,Vinyl",77,4.6,Jaktens Tid,2019,black metal
Tiamat,B0097GTWGG,"Audio CD,MP3 Music",77,4.6,The Scarred People - Ltd,2012,black metal
Mayhem,B0948Y3CMW,"Vinyl,MP3 Music,Audio CD",76,4.6,Atavistic Black Disorder / Kommando - EP,2021,black metal
Alcest,B07KZ4MPG7,"Vinyl,MP3 Music,Audio CD",76,4.6,Shelter,2019,black metal
Marduk,B07894WLZP,"Audio CD,MP3 Music,Vinyl",74,4.6,Nightwing,2018,black metal
Burzum,B0088JOET8,"MP3 Music,Audio CD",73,4.6,Umskiptar (Bronze Vinyl),2012,black metal
Gorgoroth,B0B28D4KK7,"Vinyl,MP3 Music,Audio CD",33,4.7,Instinctus Bestialis,2022,black metal
Woods of Ypres,B01FDL8BI8,"Audio CD,MP3 Music,Vinyl",33,4.7,Pursuit of the Sun & Allure of the Earth,2014,black metal
Old Man's Child,B094VSTLQR,"Audio CD,MP3 Music,Vinyl",33,4.7,Revelation 666 The Curse Of Damnation,2021,black metal
LIFELOVER,B00TH0RC50,"Vinyl,MP3 Music,Audio CD",33,4.7,Konkurs Clear Poster,2015,black metal
Marduk,B09HTSQ84Z,"Audio CD,MP3 Music",72,4.6,La Grande Danse Macabre,2022,black metal
Cradle Of Filth,B075ZPDKRT,"Vinyl,MP3 Music,Audio CD",71,4.6,"V EMPIRE Or Dark Faerytales In Phallustien Ltd, Picture",2017,black metal
Agalloch,B008PJL8H2,"MP3 Music,Audio CD",71,4.6,Marrow of the Spirit (Picture Disc Vinyl),2012,black metal
Marduk,B001OQRZBG,"Audio CD,Audio CD,Vinyl",71,4.6,Fuck Me Jesus / Glorification,1995,black metal
Revenge,B086MDT6RC,"Audio CD,MP3 Music,Vinyl",21,4.8,Strike.Smother.Dehumanize,2020,black metal
Burzum,B09MDFB8MJ,"Audio, Cassette,Audio CD",21,4.8,Hlidskjalf,2022,black metal
Celtic Frost,B07TBXDTHS,"Vinyl,MP3 Music",21,4.8,Tragic Serenades EP LP (Original Press),1986,black metal
Negura Bunget,B09FRGFP55,"Audio CD,Vinyl",32,4.7,Zau,2021,black metal
Anaal Nathrakh,B092KY4TV7,"Audio CD,MP3 Music,Vinyl",32,4.7,The Codex Necro,2021,black metal
Bathory,B09MDN9J5Z,"Audio, Cassette,MP3 Music,Audio CD,Vinyl",32,4.7,Destroyer Of Worlds,2022,black metal
Eisregen,B07CCZXJ1G,"Audio CD,MP3 Music,Vinyl",32,4.7,Satan Leibt Sich,2018,black metal
Arcturus,B07GRLPQM3,"Vinyl,MP3 Music,Audio CD",67,4.6,Sideshow Symphonies Ltd.,2018,black metal
Dark Funeral,B09HG6KXR4,"Audio CD,MP3 Music",66,4.6,Angelus Exuro Pro Eternus,2022,black metal
Moonsorrow,B07YMJR3VL,"Audio CD,MP3 Music,Vinyl",64,4.6,Kivenkantaja,2019,black metal
Necrophobic,B0BG5RDHHY,"Audio CD,MP3 Music,Vinyl",31,4.7,Darkside 2022,2022,black metal
Empyrium,B0B57VJ69C,"Vinyl,MP3 Music,Audio CD",31,4.7,The Turn Of The Tides - Gold,2022,black metal
Ihsahn,B088LGX4XN,Vinyl,31,4.7,Pharos Black/Aqua Swirl,2020,black metal
Dark Fortress,B004JNE0O6,"Audio CD,MP3 Music,Vinyl",31,4.7,Ylem,2011,black metal
Darkthrone,B07CCZX8RL,"Audio CD,Audio CD",63,4.6,Plaguewielder,2018,black metal
Absu,B086Y6HMHH,Vinyl,12,5,Absu Turquoise,2020,black metal
Necrophobic,B09NDV87NR,"Audio CD,MP3 Music,Vinyl",15,4.9,Hrimthursum 2022,2022,black metal
Anaal Nathrakh,B087H79LY3,"Vinyl,MP3 Music",15,4.9,In The Constellation Of The Black Widow Grey w/ Green Marble,2020,black metal
Kvelertak,B08QFDY7YX,"Vinyl,MP3 Music,Audio CD",12,5,Kvelertak Green & Yellow Splatter,2021,black metal
Moonsorrow,B07YMDZM1D,"Audio CD,MP3 Music,Vinyl",20,4.8,V: Havitetty,2019,black metal
Vital Remains,B08HGZKCJL,Audio CD,15,4.9,Dechristianize,2020,black metal
Sepultura,B08BQLS991,Vinyl,12,5,Castle Manifest - Live at Donington 1994 TV Broadcast,,black metal
Destruction,B08761CNTK,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",30,4.7,Live Without Sense 7,2020,black metal
Falkenbach,B099P4JWSJ,"Vinyl,MP3 Music,Audio CD",12,5,...en their medh riki fara...,2021,black metal
Bal Sagoth,B09MFWDDF3,"Vinyl,MP3 Music,Audio CD",30,4.7,The Power Cosmic,2022,black metal
BORKNAGAR,B08Y49J2YQ,"Audio CD,Vinyl",12,5,Urd,2021,black metal
Aeternus,B08327W17N,"Audio CD,MP3 Music,Vinyl",20,4.8,...And so the night became,2020,black metal
Taake,B07KCFYDSJ,Vinyl,15,4.9,7 Fjell,2019,black metal
Unanimated,B07D51Y7HF,"Audio CD,MP3 Music,Vinyl",20,4.8,Annihilation,2018,black metal
ANAAL NATHRAKH,B08DBRTTJ9,Vinyl,15,4.9,Endarkenment,2020,black metal
Incantation,B096CX44JR,"Audio CD,MP3 Music,Vinyl",20,4.8,Primordial Domination,2021,black metal
Wintersun,B07L9KTLCT,"Audio CD,MP3 Music,Vinyl",12,5,Live At Tuska Festival 2013 [Import],,black metal
Wintersun,B009YCMCWE,"Audio CD,MP3 Music,Audio CD",12,5,Wintersun - Time,,black metal
Various Artists,B008LXPF12,Audio CD,12,5,Death Is Just the Beginning 2,", et al.",black metal
Enslaved,B007RTSVNK,"Vinyl,MP3 Music,Audio CD",60,4.6,Below The Lights,,black metal
Dodheimsgard,B0BMMG5Q8H,"Vinyl,MP3 Music,Audio CD",29,4.7,Supervillain Outcast,2023,black metal
EMPYRIUM,B00VFZWTYE,"Vinyl,MP3 Music,Audio CD",29,4.7,A Wintersunset,2019,black metal
Deathspell Omega,B008ILZRCY,"MP3 Music,Audio CD",29,4.7,Drought,,black metal
Mayhem,B07MCW514D,"Audio CD,MP3 Music,Vinyl",55,4.6,Live In Sarpsborg,2019,black metal
Einherjer,B08PZW757K,"Audio CD,Vinyl",55,4.6,North Star,2022,black metal
Wolves in the Throne Room,B07G1XX2FG,"Vinyl,MP3 Music,Audio CD",55,4.6,Black Cascade,2018,black metal
Dimmu Borgir,B07KZGKXL6,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",55,4.6,Godless Savage Garden,2019,black metal
Destruction,B001MNRWIW,"Audio CD,Audio CD",55,4.6,Thrash Anthems ed. Ltda.,,black metal
Necrophobic,B0B6PZNZSX,"Audio CD,MP3 Music,Vinyl",53,4.6,The Nocturnal Silence 2022,2022,black metal
ULVER,B07J35TBJT,"Vinyl,MP3 Music,Audio CD",53,4.6,Sic Transit Gloria Mundi,2019,black metal
Belphegor,B07DY3ZGDG,"Audio, Cassette,MP3 Music,Audio CD",53,4.6,Blood Magick Necromance Grey,2018,black metal
IMPENDING DOOM,B00CP4RZEI,"Audio CD,MP3 Music",28,4.7,Hellbent,2022,black metal
Hecate Enthroned,B07KLFLZ6M,"Audio CD,MP3 Music,Vinyl",28,4.7,Embrace of the Godless Aeon,2019,black metal
King Diamond,B00ACBPJHQ,Vinyl,28,4.7,"No Presents For Christmas Exclusive RSD 12"" Picture Disc by King Diamond",2012,black metal
Samael,B07NRHS6KC,"Vinyl,MP3 Music,Audio CD",28,4.7,Worship Him Ltd. Ed. Gold,2019,black metal
Abigor,B07TJKCKDY,"Vinyl,MP3 Music,Audio CD",19,4.8,Hollenzwang: Chronicles Of Perdition,2019,black metal
Gates Of Ishtar,B0B2TRCX9T,"Audio CD,MP3 Music,Vinyl",19,4.8,At Dusk And Forever,2022,black metal
Emperor,B07QLSJBFC,Vinyl,52,4.6,Reverence Blue,2019,black metal
Goatwhore,B07J3B7F48,"Vinyl,MP3 Music,Audio CD",52,4.6,A Haunting Curse,2019,black metal
Dark Fortress,B082PQH31H,"Audio CD,MP3 Music,Vinyl",51,4.6,Spectres from the Old World,2020,black metal
Bathory,B09MFWDDF2,"Audio, Cassette,MP3 Music,Audio CD,Vinyl",331,4.5,Blood Fire Death,2022,black metal
Urfaust,B07C74SY77,"Audio CD,MP3 Music,Vinyl",27,4.7,The Constellatory Practice,2018,black metal
Leviathan,B07D4ZP9P4,"Vinyl,MP3 Music,Audio CD",27,4.7,Howl Mockery at the Cross,2018,black metal
Armagedda,B088N7VB4W,"Audio CD,MP3 Music,Vinyl",27,4.7,Svindeldjup Attestup,2020,black metal
Drudkh,B07S3DBD54,"Vinyl,MP3 Music,Audio CD",27,4.7,Forgotten Legends Ltd. transparent,2019,black metal
Vital Remains,B00004WR9J,"Vinyl,MP3 Music,Audio CD",27,4.7,Dawn of the Apocalypse [Import anglais],,black metal
Witchery,B07PBD8QN3,"Audio CD,MP3 Music,Vinyl",49,4.6,I Am Legion,2019,black metal
Witchery,B0B19R249X,"Audio CD,Vinyl",49,4.6,Nightside,2022,black metal
Arcturus,B09PZ8HMSR,"Audio CD,MP3 Music,Vinyl",49,4.6,La Masquerade Infernale,2022,black metal
SAMAEL,B095T5GB7H,"Audio CD,MP3 Music,Vinyl",49,4.6,Passage,2021,black metal
Samael,B07NBPY58C,"Audio CD,Vinyl",49,4.6,Solar Soul 2007,2022,black metal
Enslaved,B083XVF23B,"Audio CD,Vinyl",14,4.9,Mardraum,2020,black metal
Katatonia,B0B8JSNJ5X,"Vinyl,MP3 Music,Audio CD",14,4.9,The Great Cold Distance,2022,black metal
Gehennah,B08TRJMG62,"Vinyl,MP3 Music",14,4.9,Adimiron Black,2021,black metal
Einherjer,B07HPYF1X9,"Audio CD,Vinyl",14,4.9,Norrone Spor,2018,black metal
Nattefrost,B00CA37EPE,"MP3 Music,Audio CD",14,4.9,Blood & Vomit,2004,black metal
Lita Ford,B09NH3GSX1,"Audio CD,Vinyl",48,4.6,Live & Deadly,2022,black metal
Bethlehem,B0B5NGJH9J,"Vinyl,MP3 Music,Audio CD",48,4.6,Dictius Te Necare,2022,black metal
Celtic Frost,B000A214S0,"Audio CD,Audio CD,Vinyl",48,4.6,Cold Lake,1988,black metal
Unanimated,B085KT873Y,"Vinyl,MP3 Music,Audio CD",48,4.6,In The Light Of Darkness,2020,black metal
God Seed,B08JL8DR19,"Vinyl,MP3 Music,Audio CD",48,4.6,I Begin Gold,2020,black metal
Ulver,B07FSRB4RM,"Vinyl,MP3 Music,Audio CD",48,4.6,Childhood's End,2018,black metal
Falkenbach,B099P7DN6C,"Vinyl,MP3 Music,Audio CD",47,4.6,Asa,2021,black metal
King Diamond,B07DVGQ1HH,"Vinyl,MP3 Music,Audio CD",224,4.5,Abigail II,2018,black metal
Marduk,B09NQ5R1FL,"Audio CD,Vinyl",26,4.7,Wormwood,2022,black metal
Gorgoroth,B0BF5SWX7H,"Vinyl,Audio CD",26,4.7,Destroyer,2022,black metal
Profanatica,B07WLBTY3G,"Audio CD,MP3 Music,Vinyl",26,4.7,Rotting Incarnation of God,2019,black metal
Arcturus,B097YWPVXP,"Audio CD,Vinyl",18,4.8,Stars And Oblivion,2021,black metal
Pagan Rites,B001B8139W,"Audio CD,MP3 Music,Audio CD,Vinyl",18,4.8,Pagan Rites,1996,black metal
Mayhem,B07NR8Q9SJ,"Audio CD,MP3 Music,Vinyl",46,4.6,Live In Jessheim,2019,black metal
Cradle Of Filth,B0BS724N3F,"Vinyl,MP3 Music,Audio CD",196,4.5,The Manticore & Other Horrors,2023,black metal
Vreid,B07FT3CDCM,"Audio CD,MP3 Music,Vinyl",45,4.6,Lifehunger,2018,black metal
Negura Bunget,B0041KUKKU,"Audio CD,MP3 Music,Audio CD,Vinyl",45,4.6,Om,,black metal
Carach Angren,B08R4955TN,"Vinyl,Audio CD",11,5,This Is No Fairytale Ltd. Gold,2021,black metal
Wolfchant,B08VTY96HX,Audio CD,11,5,Omega: Bestia,2021,black metal
Old Funeral,B087L4R4Y8,"Vinyl,MP3 Music,Audio CD",11,5,Our Condolences,2020,black metal
Necrophobic,B0BG5S6NQY,"Audio CD,Vinyl",25,4.7,Bloodhymns 2022,2022,black metal
Tyrant,B07G1YVGZL,"Audio CD,MP3 Music,Vinyl",25,4.7,Legions Of The Dead,2018,black metal
Saltatio Mortis,B003A3K3AG,"Audio CD,MP3 Music",25,4.7,Manufactum II,2010,black metal
Ulver,B0B7QCNRQ1,"Audio, Cassette,MP3 Music,Audio CD,Vinyl",43,4.6,Nattens Madrigal,2022,black metal
Sunn 0))),B08B384JF9,"Vinyl,MP3 Music,Audio CD",43,4.6,Flight Of The Behemoth,2021,black metal
Woods Of Ypres,B00141287M,"Audio CD,MP3 Music,Vinyl",43,4.6,Woods III: Deepest Roots,,black metal
Watain,B0B7B6NFW8,"Audio CD,MP3 Music,Vinyl",161,4.5,Trident Wolf Eclipse,2022,black metal
Cradle Of Filth,B000K6CBDS,"Audio CD,MP3 Music,Audio CD,Vinyl",154,4.5,Thornography [Japan Import] +1 Bonus Track,2006,black metal
King Diamond,B07DKMRMJY,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",150,4.5,The Spider's Lullabye,2018,black metal
Kvelertak,B08QBRGL1Z,"Vinyl,MP3 Music,Audio CD",141,4.5,Meir Orange & Purple Splatter,2021,black metal
Archgoat,B07F84FM47,"Audio CD,MP3 Music,Vinyl",41,4.6,The Luciferian Crown,2018,black metal
Lunar Aurora,B086PRKV75,"Audio CD,Vinyl",17,4.8,Schwarza Feus & schwarzas Isa / A Haudiga Fluag, | ,black metal
Anaal Nathrakh,B097XBHRNH,"Audio CD,Vinyl",24,4.7,"Hell Is Empty, and All the Devils Are Here",2021,black metal
Forgotten Tomb,B07H657XHW,"Audio CD,MP3 Music,Vinyl",24,4.7,Songs to Leave,2018,black metal
Varg,B004FKQXCK,"Audio CD,MP3 Music",17,4.8,Wolfskult,2012,black metal
Manegarm,B0948Y3CQN,"Audio CD,MP3 Music",17,4.8,Dodsfard O-Card + Patch,2021,black metal
Liturgy,B085Y4WKLT,"Audio CD,MP3 Music,Vinyl",17,4.8,H.A.Q.Q. track,2020,black metal
Nachtmystium,B00VAWT4O0,"MP3 Music,Audio CD",17,4.8,Silencing Machine,2012,black metal
Eisregen,B00L1S9SAI,"Audio CD,Vinyl",17,4.8,Zerfall -Remast-,,black metal
Sigh,B0084NYKYM,"MP3 Music,Audio CD",24,4.7,In Somniphobia (Red Vinyl),2012,black metal
Sepultura,B0B6L779YX,"Vinyl,MP3 Music,Audio CD",131,4.5,Nation,2022,black metal
Kvelertak,B08QBYKDCT,"Vinyl,MP3 Music,Audio CD",129,4.5,Nattesferd White & Blue Splatter,2021,black metal
Behemoth,B0B113WZ1T,Audio CD,40,4.6,Opvs Contra Natvram,,black metal
Finntroll,B07TPYXPCB,"Audio CD,Audio CD",40,4.6,Visor Om Slutet,2019,black metal
Svartsyn,B09FSCK82P,"Vinyl,MP3 Music,Audio CD",13,4.9,Requiem,2021,black metal
Enslaved,B08MSKDH86,"Vinyl,MP3 Music,Audio CD",39,4.6,Hordanes Land,2021,black metal
Darkthrone,B0BKN2Z7XH,"Vinyl,Audio CD",39,4.6,Wind Of 666 Black Hearts Vol 1 - 140gm,2023,black metal
Destruction,B08JLXYJMC,"Vinyl,MP3 Music,Audio CD",23,4.7,Born To Thrash Live In Germany,2021,black metal
CRADLE OF FILTH,B07F9KFWLH,Audio CD,23,4.7,Manticore & Other Horrors The,2018,black metal
Tygers of Pan Tang,B09QF44RN2,"Audio CD,MP3 Music,Vinyl",38,4.6,New Heartbeat,2022,black metal
Dark Funeral,B09HFXX2MH,"Audio CD,MP3 Music,Vinyl",38,4.6,Attera Totus Sanctus,2022,black metal
Xasthur,B08F6QNPF1,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",38,4.6,Telepathic With The Deceased,2021,black metal
Moonspell,B007IRCQDC,"Audio CD,MP3 Music,Vinyl",109,4.5,Alpha Noir 2-CD Box Set Import 2012,,black metal
Drudkh,B09SM2LVTN,"Vinyl,Audio CD,Audio, Cassette",37,4.6,They Often See Dreams About the Spring Ltd. Ed. Gold,2022,black metal
Borknagar,B07W47B12L,"Vinyl,MP3 Music,Audio CD",37,4.6,Archaic Course,2019,black metal
Alcest,B07GVXBKGJ,"Vinyl,Audio CD",37,4.6,Shelter,2018,black metal
Sepultura,B09YPQTZJ5,"DVD,MP3 Music,Audio CD,Vinyl",37,4.6,Live in São Paulo,,black metal
1349,B081KQ2P22,"Vinyl,MP3 Music,Audio CD",37,4.6,Demonoir Gold,2020,black metal
Anaal Nathrakh,B086Y6JT3W,Vinyl,16,4.8,Vanitas White/Green/Black,2020,black metal
Frost Like Ashes,B000EHUUBI,"Audio CD,MP3 Music",16,4.8,Tophet,2005,black metal
Carpathian Forest,B08849FVDH,Vinyl,16,4.8,We're Going To Hell For This,2020,black metal
Venom,B07KZKCGF9,Vinyl,16,4.8,Live From Hammersmith Odeon,2019,black metal
Behemoth,B07CXBXQ7L,"Vinyl,Audio CD",36,4.6,Pandemonic Incantations,2018,black metal
Emperor,B087SHPM3F,"Vinyl,Audio CD",22,4.7,Wrath Of The Tyrant Black,2020,black metal
Marduk,B07KLFLYV1,Vinyl,22,4.7,Warschau,2018,black metal
Death SS,B07FSWS4C4,Audio CD,22,4.7,Rock N Roll Armageddon,2018,black metal
Sepultura,B0BBXQ8SN2,"Vinyl,MP3 Music,Audio CD",91,4.5,A-Lex,2022,black metal
Darkwoods My Betrothed,B09F1CL21F,"Audio CD,MP3 Music,Vinyl",35,4.6,Angel of Carnage Unleashed,2022,black metal
Venom,B000007VWK,"Audio CD,MP3 Music,Vinyl",34,4.6,Cast in Stone,1997,black metal
Leviathan,B005FA7AXK,"MP3 Music,Audio CD",34,4.6,The Tenth Sub Level Of Suicide,,black metal
Woods Of Ypres,B000BW36YE,"Audio CD,MP3 Music",34,4.6,Against the Seasons: Cold Winter Songs from,,black metal
Paysage d'Hiver,B07YTDX3NY,"Vinyl,MP3 Music,Audio CD",10,5,Winterkdlte,2019,black metal
Dam,B07PYJ3Y73,"Audio CD,MP3 Music,Vinyl",10,5,BEN HAANA WA MAANA,2019,black metal
Revenge,B07JVF89QM,"Audio CD,MP3 Music,Vinyl",10,5,Deceiver.Diseased.Miasmic,2018,black metal
Nortt,B084P6BBSF,Audio CD,10,5,Ligfaerd,2020,black metal
Profanatica,B07TBPN75V,"Vinyl,Audio CD",10,5,"Profanatitas De Domonatia (12"" Red LP)",,black metal
Urgehal,B0012H4HL8,"Audio CD,MP3 Music,Audio CD,Vinyl",10,5,Goatcraft Torment (Vinyl),,black metal
Sarcofago,B008U9Q9EO,"MP3 Music,Audio CD",21,4.7,Rotting,1989,black metal
Graveworm,B001G0PV02,"Audio CD,MP3 Music,Audio CD",21,4.7,As the Angels Reach the Beauty,,black metal
Blut Aus Nord,B07W47BVWP,Vinyl,12,4.9,Hallucinogen,2019,black metal
Khold,B09X7CX9T6,"Audio CD,MP3 Music,Vinyl",12,4.9,Svartsyn,2022,black metal
Rotting Christ,B08GLSY5WT,Vinyl,12,4.9,The Heretics Ltd. transparent in,2020,black metal
Mercyful Fate,B087SKQ7CT,Vinyl,12,4.9,Melissa Ltd.Red,2020,black metal
Death SS,B0BSHDZ1B5,"Audio CD,MP3 Music,Vinyl",12,4.9,In Death Of Steve Sylvester,2023,black metal
Bathory,B09MFBCZ9F,"Audio, Cassette,MP3 Music,Audio CD",12,4.9,In Memory Of Quorthon Vol 3,2022,black metal
Darkthrone,B00J3H004M,"Audio CD,MP3 Music,Vinyl",74,4.5,Sardonic Wrath Set,2017,black metal
